Registration_number,Flag,Latitude,Longitude,Altitude,Direction,Speed,Flight_number,Flight_icao,Flight_iata,Departure_icao,Departure_iata,Arrival_icao,Arrival_iata,Airline_icao,Airline_iata,Aircraft_icao,Updated,Status
RA-73730,RU,57.576828,50.36768,10668,86,855,1568,AFL1568,SU1568,UUEE,SVO,USTR,TJM,AFL,SU,A20N,1687905485,en-route
RA-73733,RU,56.261021,75.113235,9448,104,783,1458,AFL1458,SU1458,UUEE,SVO,UNWW,NOZ,AFL,SU,A20N,1687905416,en-route
RA-73734,RU,57.932785,60.681301,11285,94,857,1530,AFL1530,SU1530,UUEE,SVO,UNTT,TOF,AFL,SU,A20N,1687904534,en-route
RA-73735,RU,59.635559,57.301373,10660,84,838,1484,AFL1484,SU1484,UUEE,SVO,UNKL,KJA,AFL,SU,A20N,1687905476,en-route
RA-73747,RU,56.070961,46.189014,10668,92,859,1638,AFL1638,SU1638,UUEE,SVO,UNOO,OMS,AFL,SU,A320,1687905484,en-route
RA-73765,RU,45.924061,48.70768,10363,162,829,1054,AFL1054,SU1054,UUEE,SVO,URML,MCX,AFL,SU,A320,1687905480,en-route
RA-73766,RU,61.204865,72.793427,10668,96,827,1646,AFL1646,SU1646,UUEE,SVO,USNN,NJC,AFL,SU,A320,1687905416,en-route
RA-73781,RU,52.284313,56.801281,10675,25,851,2816,AFL2816,SU2816,URMM,MRV,USSS,SVX,AFL,SU,A320,1687905416,en-route
RA-73797,RU,39.704681,66.95713,10325,144,951,2441,SVR2441,U62441,UUBW,ZIA,UTDD,DYU,SVR,U6,A321,1687905465,en-route
RA-73798,RU,56.358398,61.632553,10675,93,859,387,SVR387,U6387,UUDD,DME,UNOO,OMS,SVR,U6,A321,1687905153,en-route
RA-73801,RU,48.774269,44.355782,10058,346,500,28,SVR28,U628,URSS,AER,ULLI,LED,SVR,U6,A21N,1687904424,en-route
RA-73815,RU,56.794476,86.596718,11285,109,840,624,SVR624,U6624,USSS,SVX,UIAA,HTA,SVR,U6,A319,1687904838,en-route
RA-73827,RU,49.910004,82.134979,11277,40,916,2806,SVR2806,U62806,UAFO,OSS,UNKL,KJA,SVR,U6,A320,1687905484,en-route
RA-73843,RU,57.193897,67.836418,10668,98,851,100,SVR100,U6100,UUDD,DME,UNNT,OVB,SVR,U6,A321,1687905416,en-route
EC-ILR,ES,39.313969,-6.413147,10668,232,866,3836,IBS3836,IB3836,LEMD,MAD,GCLP,LPA,IBS,IB,A320,1687905487,en-route
EC-JFG,ES,39.584812,-6.301758,10660,243,883,3908,IBS3908,IB3908,LEMD,MAD,GCTS,TFS,IBS,IB,A320,1687905485,en-route
EC-JEJ,ES,27.941277,-15.386154,0,329,14,3834,IBS3834,IB3834,LEMD,MAD,GCLP,LPA,IBS,IB,A321,1687905481,en-route
EC-KHN,ES,36.773529,-4.637375,807,131,337,8PU,VLG8PU,VY3151,LEPA,PMI,LEMG,AGP,VLG,VY,A320,1687905481,en-route
EC-KOH,ES,40.248974,-3.204387,1828,291,459,3313,IBE3313,IB3313,ESSA,ARN,LEMD,MAD,IBE,IB,A320,1687905487,en-route
EC-LUB,ES,32.455257,-69.180191,10668,61,872,6124,IBE6124,IB6124,KMIA,MIA,LEMD,MAD,IBE,IB,A333,1687905416,en-route
EC-LUX,ES,41.25948,-82.259193,11582,242,811,6149,IBE6149,IB6149,LEMD,MAD,KDFW,DFW,IBE,IB,A333,1687905487,en-route
EC-LVS,ES,41.117065,1.758667,1089,92,496,6HJ,VLG6HJ,VY8465,LPPT,LIS,LEBL,BCN,VLG,VY,A320,1687905485,en-route
EC-LYJ,ES,39.235062,-4.693252,6705,44,500,882,SWT882,WT882,GCXO,TFN,LEMD,MAD,SWT,WT,AT75,1687905485,en-route
EC-MBT,ES,41.300343,2.079926,0,165,25,7713,VLG7713,VY7713,DTTA,TUN,LEBL,BCN,VLG,VY,A320,1687905485,en-route
EC-MAA,ES,40.523163,-4.165833,3970,241,655,6827,IBE6827,IB6827,LEMD,MAD,SBGR,GRU,IBE,IB,A333,1687905487,en-route
EC-MEC,ES,51.369137,12.473679,6103,276,448,2CW,SWT2CW,WT1985,EPWR,WRO,EDDK,CGN,SWT,WT,AT75,1687905485,en-route
EC-MIE,ES,45.679665,9.792458,6979,258,698,2CP,BCS2CP,,LIPZ,VCE,LIMC,MXP,SWT,WT*,B734,1687905486,en-route
EC-MII,ES,26.659069,-75.07016,12192,252,851,813,EVE813,E9813,LEMD,MAD,MMUN,CUN,EVE,E9,A333,1687905480,en-route
EC-MKL,ES,27.747927,-15.390472,906,256,318,47EL,AEA47EL,UX9172,LEMD,MAD,GCLP,LPA,AEA,UX,B738,1687905482,en-route
EC-MLT,ES,17.586317,-70.87648,12184,218,879,55,AEA55,UX55,LEMD,MAD,MPTO,PTY,AEA,UX,B788,1687905392,en-route
EC-MMX,ES,40.094048,-5.150091,6819,241,803,23,AEA23,UX23,LEMD,MAD,SGAS,ASU,AEA,UX,B788,1687905487,en-route
EC-MOU,ES,9.941711,-83.031082,8816,65,813,6314,IBE6314,IB6314,MROC,SJO,LEMD,MAD,IBE,IB,A332,1687905486,en-route
EC-MOY,ES,8.630666,-27.164215,11277,29,877,6012,IBE6012,IB6012,SUMU,MVD,LEMD,MAD,IBE,IB,A332,1687905416,en-route
EC-MOM,ES,10.050209,-70.671494,11582,241,890,199,AEA199,UX199,LEMD,MAD,SKRG,MDE,AEA,UX,B788,1687904683,en-route
EC-MPV,ES,40.634052,1.099007,4457,54,725,4DP,VLG4DP,VY3007,GCLP,LPA,LEBL,BCN,VLG,VY,A321,1687905484,en-route
EC-MTM,ES,50.36454,3.373619,1935,7,498,2993,VOE2993,V72993,LICJ,PMO,LFQQ,LIL,VOE,V7,A319,1687905484,en-route
EC-MUF,ES,40.488647,-3.564362,0,270,12,3849,IBS3849,IB3849,GCLP,LPA,LEMD,MAD,IBS,IB,A320,1687905487,en-route
EC-MUK,ES,40.329369,-3.390468,1501,323,381,3811,IBS3811,IB3811,LEIB,IBZ,LEMD,MAD,IBS,IB,A320,1687905487,en-route
EC-MYX,ES,40.226624,-4.892212,6781,240,792,6841,IBE6841,IB6841,LEMD,MAD,SAEZ,EZE,IBE,IB,A359,1687905486,en-route
EC-MXM,ES,38.763165,17.938904,11277,106,864,1105,AEA1105,UX1105,LEMD,MAD,LGSR,JTR,AEA,UX,B738,1687905485,en-route
EC-NCU,ES,40.320381,11.065667,10965,285,833,7897,VLG7897,VY7897,OJAI,AMM,LEBL,BCN,VLG,VY,A20N,1687905488,en-route
EC-NBO,ES,20.510788,-77.742836,12496,215,927,857,EVE857,E9857,LEMD,MAD,MROC,SJO,EVE,E9,A359,1687905479,en-route
EC-NBE,ES,-7.399199,-75.391212,12192,212,888,6659,IBE6659,IB6659,LEMD,MAD,SPJC,LIM,IBE,IB,A359,1687905483,en-route
EC-NBC,ES,45.223358,7.027164,11582,293,774,40LD,VOE40LD,V72485,LGAV,ATH,LFBD,BOD,VOE,V7,A319,1687905486,en-route
EC-NBX,ES,13.357792,-24.403397,11269,30,909,42,AEA42,UX42,SAEZ,EZE,LEMD,MAD,AEA,UX,B789,1687905416,en-route
EC-NCB,ES,43.452301,-5.545732,1821,266,531,3511,VOE3511,V73511,LIME,BGY,LEAS,OVD,VOE,V7,A319,1687905486,en-route
EC-NFN,ES,45.23259,8.524737,3048,352,448,421,BCS421,QY421,LEVT,VIT,LIMC,MXP,RGN,QY,B752,1687905485,en-route
EC-NCK,ES,29.607735,-110.106491,11887,123,911,523,TAI523,TA523,KLAX,LAX,MSLP,SAL,PLM,TA,A332,1687905486,en-route
EC-NFM,ES,15.078235,-25.055483,11277,32,905,58,AEA58,UX58,SBGR,GRU,LEMD,MAD,AEA,UX,B789,1687905416,en-route
EC-NIV,ES,50.875946,7.124634,0,199,9,1811,SWT1811,WT1811,LEVT,VIT,EDDK,CGN,SWT,WT,B752,1687905481,en-route
EC-NGM,ES,39.300934,-4.091332,6309,226,844,41,AEA41,UX41,LEMD,MAD,SAEZ,EZE,AEA,UX,B789,1687905484,en-route
EC-NGT,ES,4.903766,-74.025169,4617,18,585,6586,IBE6586,IB6586,SKBO,BOG,LEMD,MAD,IBE,IB,A359,1687905485,en-route
EC-NGY,ES,25.221663,-57.529018,11582,238,909,801,EVE801,E9801,LEMD,MAD,MDPC,PUJ,EVE,E9,A359,1687904095,en-route
EC-NFA,ES,35.925526,-11.471655,11277,207,863,98RW,IBB98RW,NT9201,LFQQ,LIL,GCLP,LPA,IBB,NT,E295,1687904203,en-route
EC-NJM,ES,43.355209,-63.062992,11887,79,924,6166,IBE6166,IB6166,KBOS,BOS,LEMD,MAD,IBE,IB,A359,1687905487,en-route
EC-NNH,ES,-29.602707,-67.092606,11582,230,705,2605,IBE2605,IB2605,LEBL,BCN,SCEL,SCL,IBE,IB,A332,1687904507,en-route
EC-NOP,ES,43.216644,5.323068,1226,21,375,76LN,VOE76LN,V72659,DAOO,ORN,LFML,MRS,VOE,V7,A320,1687905484,en-route
EC-NPC,ES,42.926193,-1.945538,3680,299,668,41LM,VOE41LM,V73509,LIRF,FCO,LEBB,BIO,VOE,V7,A320,1687905484,en-route
EC-NPB,ES,44.837631,8.091365,10972,299,792,58AP,VOE58AP,V72827,LGIR,HER,LFLL,LYS,VOE,V7,A320,1687905486,en-route
EC-NSC,ES,41.282318,-65.921143,11887,78,940,6250,IBE6250,IB6250,KJFK,JFK,LEMD,MAD,IBE,IB,A359,1687905478,en-route
EC-NUG,UK,47.546547,-1.662246,10965,8,800,473,BCS473,QY473,LEVT,VIT,EGNX,EMA,DHK,QY,B738,1687905487,en-route
EC-NTL,ES,42.002289,12.957687,10980,292,831,2471,VOE2471,V72471,LGSR,JTR,LFML,MRS,VOE,V7,A320,1687905487,en-route
EC-NTX,ES,0.716045,-30.222029,11582,207,833,11,TAP11,TP11,LPPT,LIS,SBRF,REC,PLM,TP,A333,1687905416,en-route
EC-NUL,ES,38.157852,-118.944183,12161,257,787,237,RZO237,S4237,LPLA,TER,KOAK,OAK,PUE,S4,A332,1687905488,en-route
EC-NXU,UK,50.535324,6.420931,4686,56,600,7TV,BCS7TV,,LEVT,VIT,EDDK,CGN,DHK,D0,B738,1687905488,en-route
EC-NVR,ES,27.58168,-93.047615,11277,51,913,6406,IBE6406,IB6406,MMMX,MEX,LEMD,MAD,IBE,IB,A359,1687905475,en-route
EC-NVY,ES,19.485029,-30.758516,11277,41,933,26,AEA26,UX26,SLVR,VVI,LEMD,MAD,AEA,UX,B789,1687905416,en-route
EC-NVZ,ES,28.286318,-42.017151,11887,58,938,40,AEA40,UX40,SEGU,GYE,LEMD,MAD,AEA,UX,B788,1687905416,en-route
EC-NXA,ES,24.966431,-76.823273,12192,250,892,51,AEA51,UX51,LEMD,MAD,MUHA,HAV,AEA,UX,B788,1687905479,en-route
EC-NXD,ES,14.260634,-31.254105,11887,37,966,6830,IBE6830,IB6830,SCEL,SCL,LEMD,MAD,IBE,IB,A359,1687905416,en-route
EC-NXE,ES,43.822136,-59.138683,11887,82,920,6400,IBE6400,IB6400,MMMX,MEX,LEMD,MAD,IBE,IB,A359,1687905219,en-route
F-GMZE,FR,48.944458,3.130188,1363,6,503,14XZ,AFR14XZ,AF7411,LFBO,TLS,LFPG,CDG,AFR,AF,A321,1687905486,en-route
F-GUKC,MX,45.641052,-0.336825,53,51,129,75,MOL75,,LFBG,CNG,,,MOL,,G120,1687905477,en-route
F-GUKS,MX,45.602386,-0.340096,594,318,275,68,MOL68,,LFBG,CNG,,,MOL,,G120,1687905484,en-route
F-GZCA,FR,38.598587,6.068872,10668,172,870,928,AFR928,AF928,LFPG,CDG,FNLU,LAD,AFR,AF,A332,1687905481,en-route
F-GZCD,FR,8.033203,1.39261,7901,315,848,805,AFR805,AF805,DBBB,COO,LFPG,CDG,AFR,AF,A332,1687905236,en-route
F-GZCG,FR,21.281452,68.403244,10363,315,942,107,AFR107,AF107,VOMM,MAA,LFPG,CDG,AFR,AF,A332,1687905416,en-route
F-GZCI,FR,25.717901,63.385891,9433,313,872,191,AFR191,AF191,VOBL,BLR,LFPG,CDG,AFR,AF,A332,1687905416,en-route
F-HBKS,FR,43.735176,-1.157684,251,261,75,,,,,,,,,,EC20,1687905362,en-route
F-HBUZ,FR,42.871857,-69.367867,10980,248,787,100,DJT100,B0100,LFPO,ORY,KEWR,EWR,DJT,B0,A21N,1687905485,en-route
VQ-TMJ,TC,13.156403,-61.044773,1554,113,311,745,IWY745,JY745,TVSA,SVD,TBPB,BGI,IWY,JY,E120,1687905488,en-route
VQ-TRG,TC,17.410034,-63.079304,6096,307,498,634,IWY634,JY634,TAPA,ANU,TUPJ,EIS,IWY,JY,E120,1687905479,en-route
VQ-TLR,TC,16.613422,-61.502102,4267,150,625,797,IWY797,JY797,TAPA,ANU,TBPB,BGI,IWY,JY,E145,1687905482,en-route
G-BMRA,UK,50.975632,4.200363,11277,100,851,52H,DHK52H,,EGNX,EMA,EDDP,LEJ,DHK,D0,B752,1687905487,en-route
G-VIIK,UK,41.515518,-71.465424,9525,237,892,33K,BAW33K,BA113,EGLL,LHR,KJFK,JFK,BAW,BA,B772,1687905488,en-route
G-VIIL,UK,47.572105,17.431288,11887,116,1007,109,BAW109,BA109,EGLL,LHR,OMDB,DXB,BAW,BA,B772,1687905487,en-route
G-VIIT,UK,29.575195,-79.362274,10325,201,944,41C,BAW41C,BA2039,EGKK,LGW,KMCO,MCO,BAW,BA,B772,1687905478,en-route
G-VIIU,UK,20.689159,-55.837318,11277,40,955,5KW,BAW5KW,BA2158,TLPL,UVF,EGKK,LGW,BAW,BA,B772,1687905416,en-route
G-VIIX,UK,50.751575,-1.445541,5661,80,731,9604,BAW9604,BA9604,TLPL,UVF,EGKK,LGW,BAW,BA,B772,1687905488,en-route
G-LSAI,UK,48.999535,14.892112,11582,305,785,28PC,EXS28PC,LS896,LTAI,AYT,EGCC,MAN,EXS,LS,B752,1687905487,en-route
G-EZDI,UK,43.82373,1.012531,11582,347,790,69UL,EZY69UL,U22334,LEPA,PMI,EGGW,LTN,EZY,U2,A319,1687905484,en-route
G-EZDJ,UK,51.161411,-0.181255,0,78,9,93QP,EZY93QP,U28540,LPFR,FAO,EGKK,LGW,EZY,U2,A319,1687905487,en-route
G-EZTJ,UK,47.687462,-4.08297,10972,33,824,76FP,EZY76FP,U28130,GCLP,LPA,EGKK,LGW,EZY,U2,A320,1687905488,en-route
G-EZTK,UK,43.678986,16.418619,10965,305,790,85BA,EZY85BA,U28656,LCPH,PFO,EGKK,LGW,EZY,U2,A320,1687905487,en-route
G-EZTN,UK,48.618805,6.082271,10972,303,781,83KH,EZY83KH,U28658,LCLK,LCA,EGKK,LGW,EZY,U2,A320,1687905486,en-route
G-EZTL,UK,50.608521,0.94121,5699,306,653,16KC,EZY16KC,U28192,LGMK,JMK,EGKK,LGW,EZY,U2,A320,1687905486,en-route
G-EZGH,UK,44.997673,-4.14352,11582,2,800,23VB,EZY23VB,U23426,LPFR,FAO,EGGP,LPL,EZY,U2,A319,1687905485,en-route
G-EZGI,UK,48.259495,2.97809,11574,332,772,52GD,EZY52GD,U22322,LEMH,MAH,EGGW,LTN,EZY,U2,A319,1687905488,en-route
G-EZGJ,UK,51.575317,2.324295,6667,258,679,69BK,EZY69BK,U28824,EPKK,KRK,EGKK,LGW,EZY,U2,A319,1687905487,en-route
G-STBD,UK,27.744993,49.695492,10972,322,929,12,BAW12,BA12,WSSS,SIN,EGLL,LHR,BAW,BA,B77W,1687905483,en-route
G-TAWA,DE,49.870064,1.921642,10972,303,785,9PV,TOM9PV,BY6265,LGIR,HER,EGTE,EXT,TUI,BY,B738,1687905487,en-route
G-EZUO,UK,48.267288,9.750789,10972,302,724,14XQ,EZY14XQ,U22280,LCPH,PFO,EGCC,MAN,EZY,U2,A320,1687905486,en-route
G-EZUZ,UK,48.281937,-3.78141,10972,1,818,43QV,EZY43QV,U23378,LEAL,ALC,EGGP,LPL,EZY,U2,A320,1687905486,en-route
G-TAWD,DE,46.630585,11.590988,12184,319,742,41Y,TOM41Y,BY2263,LGKF,EFL,EGCC,MAN,TUI,BY,B738,1687905488,en-route
G-EZWA,UK,38.721638,21.613647,11582,328,796,15WZ,EZY15WZ,U22826,LGSA,CHQ,EGGD,BRS,EZY,U2,A320,1687905485,en-route
G-EZWB,UK,49.854794,2.771672,11582,302,735,36LZ,EZY36LZ,U28236,LGKO,KGS,EGKK,LGW,EZY,U2,A320,1687905488,en-route
G-EZWC,UK,45.600403,13.433734,10957,312,763,2064,EZY2064,U22064,LGKR,CFU,EGCC,MAN,EZY,U2,A320,1687905486,en-route
G-ZBJC,UK,51.469086,-116.068573,13098,204,905,29A,BAW29A,BA279,EGLL,LHR,KSJC,SJC,BAW,BA,B788,1687905480,en-route
G-GDFV,UK,46.453949,18.836596,11582,316,714,86CM,EXS86CM,LS364,LTAI,AYT,EGAA,BFS,EXS,LS,B738,1687905486,en-route
G-JZHG,UK,52.45697,-1.75148,45,146,244,61AB,EXS61AB,LS1284,LGRP,RHO,EGBB,BHX,EXS,LS,B738,1687905486,en-route
G-JZBI,UK,40.123653,-11.970541,10972,21,835,51FG,EXS51FG,LS518,GCTS,TFS,EGNT,NCL,EXS,LS,B738,1687905486,en-route
G-JZBJ,UK,45.897949,12.39432,11277,298,751,45KL,EXS45KL,LS1882,LGRP,RHO,EGGD,BRS,EXS,LS,B738,1687905486,en-route
G-JZBD,UK,53.305153,9.087309,11582,291,785,1EH,EXS1EH,LS110,LTAI,AYT,EGPF,GLA,EXS,LS,B738,1687905486,en-route
G-JZBF,UK,47.991943,7.641197,11582,305,751,58Y,EXS58Y,LS1702,LTAI,AYT,EGCC,MAN,EXS,LS,B738,1687905487,en-route
G-DRTA,UK,51.328171,10.496026,11582,305,763,81E,EXS81E,LS152,LTBS,DLM,EGPF,GLA,EXS,LS,B738,1687905486,en-route
G-CKUZ,UK,52.92691,-1.09787,1508,119,485,1C,NPT1C,,EGAA,BFS,EGNX,EMA,NPT,,B734,1687905487,en-route
G-UZHM,UK,39.881378,9.365307,11567,347,803,2282,EZY2282,U22282,DTNH,NBE,EGCC,MAN,EZY,U2,A20N,1687905486,en-route
G-UZHI,UK,51.996735,-0.016327,1493,217,438,68HL,EZY68HL,U22592,LCPH,PFO,EGGW,LTN,EZY,U2,A20N,1687905485,en-route
G-UZHJ,UK,51.873657,-0.376987,274,334,25,35RE,EZY35RE,U22456,LPFR,FAO,EGGW,LTN,EZY,U2,A20N,1687905484,en-route
G-JZBR,UK,42.687149,20.614098,11582,316,779,66R,EXS66R,LS744,LGKO,KGS,EGCC,MAN,EXS,LS,B738,1687905482,en-route
G-JZBS,UK,43.407539,19.390018,10972,310,772,12HS,EXS12HS,LS1504,LTBS,DLM,EGSS,STN,EXS,LS,B738,1687905484,en-route
G-UZMC,UK,41.870293,-8.400772,10965,19,851,74HG,EZY74HG,U22874,LPFR,FAO,EGGD,BRS,EZY,U2,A21N,1687905486,en-route
G-UZHS,UK,43.908188,-9.696073,11277,8,844,71MK,EZY71MK,U22030,GCRR,ACE,EGCC,MAN,EZY,U2,A20N,1687905486,en-route
G-VJAM,UK,48.69223,0.511005,10607,163,964,411Y,VIR411Y,VS411,EGLL,LHR,DNMM,LOS,VIR,VS,A35K,1687905488,en-route
G-DRTT,UK,48.121281,10.056223,11582,302,725,6D,EXS6D,LS326,LGRP,RHO,EGAA,BFS,EXS,LS,B738,1687905486,en-route
G-UZLA,UK,48.686234,15.539457,11574,308,755,68CQ,EZY68CQ,U23152,LGKO,KGS,EGPF,GLA,EZY,U2,A20N,1687905485,en-route
G-UZLB,UK,38.340317,-10.386112,10972,20,833,18HC,EZY18HC,U28036,GCTS,TFS,EGKK,LGW,EZY,U2,A20N,1687905486,en-route
G-UZLC,UK,50.709213,5.024719,11590,302,737,81KJ,EZY81KJ,U22594,LCLK,LCA,EGGW,LTN,EZY,U2,A20N,1687905487,en-route
G-XWBB,UK,5.610941,-0.166961,0,22,27,78,BAW78,BA78,DGAA,ACC,EGLL,LHR,BAW,BA,A35K,1687905484,en-route
G-UZMG,UK,40.509979,1.258911,10264,354,824,23QR,EZY23QR,U28102,LEIB,IBZ,EGKK,LGW,EZY,U2,A21N,1687905485,en-route
G-UZMH,UK,46.720387,10.73632,10957,291,738,92HA,EZY92HA,U28604,LDDU,DBV,EGKK,LGW,EZY,U2,A21N,1687905486,en-route
G-DRTM,UK,30.924316,-13.37914,10972,28,859,29B,EXS29B,LS1508,GCLP,LPA,EGSS,STN,EXS,LS,B738,1687905479,en-route
G-ZBLA,UK,35.071293,-90.488548,11574,249,798,97A,BAW97A,BA197,EGLL,LHR,KIAH,IAH,BAW,BA,B78X,1687905484,en-route
G-DRTY,UK,50.32933,-10.46296,11277,34,926,87KA,EXS87KA,LS728,GCTS,TFS,EGPH,EDI,EXS,LS,B738,1687905480,en-route
G-DRTZ,UK,50.355286,5.745055,11582,305,748,2BT,EXS2BT,LS1526,LCPH,PFO,EGSS,STN,EXS,LS,B738,1687905487,en-route
G-TTNM,UK,37.88356,23.618267,1470,145,522,26AV,BAW26AV,BA634,EGLL,LHR,LGAV,ATH,BAW,BA,A20N,1687905485,en-route
G-XWBH,UK,1.743551,-38.063686,11277,26,935,246,BAW246,BA246,SBGR,GRU,EGLL,LHR,BAW,BA,A35K,1687905416,en-route
G-UZLK,UK,45.774994,13.787507,11582,294,737,79BC,EZY79BC,U22852,LTBS,DLM,EGGD,BRS,EZY,U2,A20N,1687905488,en-route
VP-BBR,AZ,49.56142,15.378781,11887,120,1014,8,AHY8,J28,EGLL,LHR,UBBB,GYD,AHY,J2,B788,1687905487,en-route
VP-ANC,AI,17.04175,-63.52177,8199,145,501,245,AXL245,Q3245,TUPJ,EIS,TBPB,BGI,AXL,Q3,BE20,1687905478,en-route
VP-CQL,SA,24.716766,46.707966,2057,78,405,350,KNE350,XY350,HEGN,HRG,OERK,RUH,KNE,XY,A320,1687905470,en-route
OE-LPA,AT,44.115044,-81.123894,10668,57,914,66,AUA66,OS66,KORD,ORD,LOWW,VIE,AUA,OS,B772,1687905485,en-route
OE-LPB,AT,36.630978,136.952591,11887,79,933,51,AUA51,OS51,LOWW,VIE,RJAA,NRT,AUA,OS,B772,1687905485,en-route
OE-IVF,UK,42.544884,-2.707044,11277,246,859,14ZL,EJU14ZL,U27644,LSGG,GVA,LPPT,LIS,EZY,U2,A320,1687905487,en-route
OE-IVL,UK,37.006889,-7.912724,220,281,274,92EG,EJU92EG,U27544,EDDB,BER,LPFR,FAO,EZY,U2,A320,1687905486,en-route
OE-IBL,IE,49.42968,10.252916,10378,290,644,3VE,TAY3VE,3V4919,LOWW,VIE,EBLG,LGG,ABR,3V,B734,1687905488,en-route
OE-LZF,AT,63.480156,-14.739052,10980,281,813,327,AUA327,OS327,LOWW,VIE,BIKF,KEF,AUA,OS,A320,1687905416,en-route
OE-ISE,UK,38.663269,-8.860593,2606,246,559,6746,EJU6746,U26746,LEVC,VLC,LPPT,LIS,EZY,U2,A21N,1687905486,en-route
OE-ISC,UK,41.662205,6.650433,10980,43,831,62AU,EJU62AU,U23770,GCTS,TFS,LIMC,MXP,EZY,U2,A21N,1687905486,en-route
OE-LBK,AT,40.935287,33.243591,10668,103,490,641,AUA641,OS641,LOWW,VIE,UDYZ,EVN,AUA,OS,A320,1687905411,en-route
OE-LQS,UK,45.441193,5.869511,8595,196,809,86PK,EJU86PK,U27026,LSGG,GVA,LEMG,AGP,EZY,U2,A319,1687905486,en-route
OO-ABF,BE,36.307571,25.198631,11277,142,913,2301,ABB2301,KF2301,EBBR,BRU,FIMP,MRU,ABB,KF,A339,1687905487,en-route
LZ-CXB,BG,51.772202,8.817568,7909,207,875,487,BCS487,QY487,EKCH,CPH,EDDK,CGN,ADZ,QY,B738,1687905488,en-route
LZ-CXC,BG,49.895508,10.822039,9410,23,740,7061,BCS7061,QY7061,LIMC,MXP,EDDP,LEJ,ADZ,QY,B738,1687905487,en-route
LZ-EAE,CZ,50.116104,14.273915,335,246,246,53B,TVS53B,QS1153,LEMG,AGP,LKPR,PRG,TVS,QS,A320,1687905367,en-route
LZ-CGD,BG,50.829163,9.584532,7467,289,666,1809,CGF1809,,LRCL,CLJ,EDDK,CGN,CGF,,B738,1687905485,en-route
LZ-FSB,BG,35.023624,-2.828693,883,255,392,644,MAC644,3O644,LEBL,BCN,GMMW,NDR,VAW,3O,A320,1687905486,en-route
PH-HZE,NL,52.501194,4.448914,2087,25,475,23K,TRA23K,HV5216,LICC,CTA,EHAM,AMS,TRA,HV,B738,1687905486,en-route
PH-BQA,NL,43.204884,99.689735,11308,98,996,897,KLM897,KL897,EHAM,AMS,ZBAA,PEK,KLM,KL,B772,1687905416,en-route
PH-BQB,NL,33.58667,71.819588,11277,144,990,875,KLM875,KL875,EHAM,AMS,VTBS,BKK,KLM,KL,B772,1687905482,en-route
PH-BQI,NL,40.926025,-78.34201,10668,53,927,292,KLM292,KL652,KIAD,IAD,EHAM,AMS,KLM,KL,B772,1687905488,en-route
PH-BQK,NL,38.760124,90.916183,11308,123,1005,887,KLM887,KL887,EHAM,AMS,VHHH,HKG,KLM,KL,B772,1687905416,en-route
P4-AAH,AW,46.488785,-77.356476,11330,29,937,,,,CYYZ,YYZ,,,,,A320,1687905487,en-route
PH-BVC,NL,-23.436071,-46.476849,723,73,270,791,KLM791,KL791,EHAM,AMS,SBGR,GRU,KLM,KL,B77W,1687905446,en-route
PH-BVK,NL,15.690994,-67.573677,11582,207,909,171,KLM171,KL735,EHAM,AMS,TNCC,CUR,KLM,KL,B77W,1687905482,en-route
PH-HSK,NL,52.370708,4.712664,22,184,261,7F,TRA7F,HV6706,GCFV,FUE,EHAM,AMS,TRA,HV,B738,1687905488,en-route
PH-HSM,NL,47.546871,-0.684744,11582,35,779,37M,TRA37M,HV5358,LPFR,FAO,EHAM,AMS,TRA,HV,B738,1687905486,en-route
PH-CDH,TR,50.988464,14.099542,11582,290,811,222,CND222,CD222,LBBG,BOJ,EHAM,AMS,CAI,CD,B738,1687905486,en-route
PH-BHM,NL,36.875702,-10.745644,10058,213,937,701,KLM701,KL701,EHAM,AMS,SAEZ,EZE,KLM,KL,B789,1687905487,en-route
SP-ESA,PL,46.295883,6.980673,10972,57,857,36XN,ENT36XN,,GCLP,LPA,EPWR,WRO,ENT,E4*,B738,1687905485,en-route
SP-ESI,PL,36.031403,-8.416328,10866,39,864,75GB,ENT75GB,,GCLP,LPA,EPPO,POZ,ENT,E4*,B738,1687905482,en-route
CS-TJE,PT,38.748081,-8.633972,3726,246,755,843Y,TAP843Y,TP843,LIRF,FCO,LPPT,LIS,TAP,TP,A321,1687905485,en-route
CS-TKQ,PT,38.267948,-18.95223,9456,266,835,127,RZO127,S4127,LPPT,LIS,LPPD,PDL,RZO,S4,A320,1687905416,en-route
CS-TSF,PT,42.669083,-66.558434,10355,265,801,225,RZO225,S4225,LPPD,PDL,KBOS,BOS,RZO,S4,A21N,1687905482,en-route
CS-TSG,PT,38.831131,-27.095215,914,91,431,182,RZO182,S4182,LPLA,TER,LPPR,OPO,RZO,S4,A21N,1687905485,en-route
CS-TSU,PT,23.396084,-18.717855,11582,212,840,1543,TAP1543,TP1543,LPPT,LIS,GVNP,RAI,MMZ,TP,B763,1687905483,en-route
CS-TXB,PT,38.945389,-77.439774,0,129,3,232Y,TAP232Y,TP232,KIAD,IAD,LPPT,LIS,TAP,TP,A21N,1687905487,landed
CS-TXD,PT,42.216316,-69.731056,6515,101,766,218,TAP218,TP218,KBOS,BOS,LPPT,LIS,TAP,TP,A21N,1687905486,en-route
CS-TXF,PT,41.175842,-73.473938,5989,50,738,202A,TAP202A,TP202,KEWR,EWR,LPPT,LIS,TAP,TP,A21N,1687905488,en-route
